TF	target
NOTCH1	LY6G6D
NOTCH1	RP11-610P16.1
NOTCH1	STAG3L5P-PVRIG2P-PILRB
NOTCH1	TPCN2
NOTCH1	SYN1
NOTCH1	CTC-492K19.7
NOTCH1	SRP14-AS1
NOTCH1	SP7
NOTCH1	C14orf80
NOTCH1	RP11-53I6.3
NOTCH1	MYOZ1
NOTCH1	DEPDC7
NOTCH1	SIPA1L3
NOTCH1	APOL4
NOTCH1	RP1-59D14.1
NOTCH1	HAUS1P2
NOTCH1	METTL9
NOTCH1	RP11-705C15.4
NOTCH1	RP11-299G20.2
NOTCH1	TNFRSF25
NOTCH1	CNN2
NOTCH1	MIR4667
NOTCH1	FAM174B
NOTCH1	KCNN4
NOTCH1	CRABP2
NOTCH1	RUNX1
NOTCH1	RP11-1100L3.7
NOTCH1	UBALD2
NOTCH1	PIK3IP1
NOTCH1	TRABD
NOTCH1	MMP23B
NOTCH1	MIR1827
NOTCH1	ZP1
NOTCH1	NUP50
NOTCH1	MIEF2
NOTCH1	CTC-479C5.11
NOTCH1	CHMP1AP1
NOTCH1	RNF216
NOTCH1	GFOD1
NOTCH1	RP11-1055B8.8
NOTCH1	HVCN1
NOTCH1	IFI35
NOTCH1	AC009133.17
NOTCH1	C3orf52
NOTCH1	NDRG2
NOTCH1	WDR34
NOTCH1	MIR192
NOTCH1	RP11-24C3.2
NOTCH1	ZBTB42
NOTCH1	MMAB
NOTCH1	NTMT1
NOTCH1	INSL3
NOTCH1	LMO2
NOTCH1	VPS9D1
NOTCH1	TMEM14B
NOTCH1	ELMO2
NOTCH1	MANSC1
NOTCH1	AL450992.6
NOTCH1	SRSF10
NOTCH1	SAP25
NOTCH1	RP11-146F11.3
NOTCH1	GGA3
NOTCH1	DIP2B
NOTCH1	ST3GAL3
NOTCH1	AMIGO3
NOTCH1	SEC14L1
NOTCH1	EID3
NOTCH1	HIST1H4B
NOTCH1	RIC1
NOTCH1	RP11-46C24.6
NOTCH1	GNAI2
NOTCH1	ACRBP
NOTCH1	AC007036.5
NOTCH1	CTCF
NPAT	HIST1H1C
NR1H3	SCD
NR2C2	ZNF689
NR2C2	RGL2
NR2F1	ATXN7L2
NR2F2	CCNF
NR2F2	API5
NR2F2	RP11-478C19.2
NR2F2	RP11-359K18.3
NR2F2	ANKRD65
NR2F2	KARSP3
NR2F2	RP11-92C4.3
NR2F2	CTB-129P6.4
NR2F2	GALNS
NR2F2	EXOSC6
NR2F2	FMN1
NR2F2	HCN3
NR2F2	PHPT1
NR2F2	TBC1D1
NR2F2	TRAPPC11
NR2F2	ELF3
NR2F2	PPBPP2
NR2F2	AL357140.1
NR2F2	XX-DJ76P10__A.2
NR2F2	AC006128.2
NR2F2	HMOX1
NR2F2	CYP2F2P
NR2F2	GM2A
NR2F2	AC026471.6
NR2F2	RP4-798P15.3
NR2F2	CDKN1C
NR2F2	HAUS4
NR2F2	PIGPP4
NR2F2	ELP3
NR2F2	PPM1G
NR2F2	RN7SL784P
NR2F2	SNCG
NR2F2	RP11-434O22.2
NR2F2	C2orf47
NR2F2	BNIP2
NR2F2	AC006534.2
NR2F2	BRD4
NR2F2	EEF2
NR2F2	AE000662.92
NR2F2	LINC01149
NR2F2	DAGLA
NR2F2	RTBDN
NR2F2	MAP1LC3A
NR2F2	PTGES2
NR2F2	RNASEH1
NR2F2	BECN1
NR2F2	TGM1
NR2F2	TMEM107
NR2F2	EHD2
NR2F2	CDC27
NR2F2	CTB-79E8.3
NR2F2	RP11-146F11.5
NR2F2	RN7SL499P
NR2F2	TMSB4X
NR2F2	WBP1L
NR2F2	RP11-112N23.1
NR2F2	MIR5008
NR2F2	RNU7-129P
NR2F2	FLJ20021
NR2F2	MIR181D
NR2F2	TM4SF19-AS1
NR2F2	IGFBP6
NR2F2	RP11-968A15.8
NR2F2	TRGV11
NR2F2	RP4-536B24.4
NR2F2	MIR8083
NR2F2	RP11-21A7A.3
NR2F2	MIR4727
NR2F2	ABCA3
NR2F2	LTB4R
NR2F2	MIR3912
NR2F2	INHBC
NR2F2	IL2RG
NR2F2	RP11-346C20.3
NR2F2	IP6K3
NR2F2	RBCK1
NR2F2	RP11-371E8.2
NR2F2	IL4I1
NR2F2	CTD-3105H18.10
NR2F2	STAR
NR2F2	FAM222B
NR2F2	CIB3
NR2F2	RN7SL466P
NR2F2	RP11-680A11.5
NR2F2	SCARF2
NR2F2	TSHZ1
NR2F2	TIGD5
NR2F2	MIR4638
NR2F2	IL17C
NR2F2	AAAS
NR2F2	AL672294.1
NR2F2	JUNB
NR2F2	RP11-392O1.4
NR2F2	FAM111A
NR2F2	ZFR
NR2F2	RP1-140A9.1
NR2F2	MIR6758
NR2F2	C14orf80
NR2F2	GGT6
NR2F2	ZNF362
NR2F2	ZSWIM6
NR2F2	AC112721.2
NR2F2	CTD-2396E7.9
NR2F2	HIST1H2APS3
NR2F2	CTD-2540B15.7
NR2F2	TAF5
NR2F2	RP11-655M14.13
NR2F2	PLCB4
NR2F2	RASIP1
NR2F2	MIR4258
NR2F2	RP11-1275H24.1
NR2F2	RP11-203M5.6
NR2F2	ANGEL1
NR2F2	CLIC4P2
NR2F2	LA16c-361A3.3
NR2F2	HIST1H2BC
NR3C1	RNU6-665P
NR4A1	HDAC6
NR5A2	RP11-560J1.2
NRF1	SRM
NRF1	MLLT1
NRF1	CCDC114
NRF1	AC068580.5
NRF1	SLC27A3
NRF1	AC005514.2
NRF1	RAB40B
NRF1	CIRBP
NRIP1	RP11-317B17.4
NRIP1	YWHAZ
NRIP1	CARKD
NRIP1	LSR
NRIP1	RP11-166B2.1
NRIP1	TRMT61A
NRIP1	DUSP28
NRIP1	PRR34
NRIP1	CTC-518P12.6
NRIP1	LINC01136
NRIP1	SPAG4
NRIP1	NRSN2
NRIP1	MIR3680-2
NRIP1	GPR39
NRIP1	MIR23A
NRIP1	RP11-895M11.3
NRIP1	RP4-633O19__A.1
NRIP1	COX8A
NRIP1	RPARP-AS1
NRIP1	GNPTG
NRIP1	RARS2
NRIP1	MIR6775
NRIP1	E2F2
NRIP1	HMGB1P48
NRIP1	LLNLR-284B4.2
NRIP1	LINC00899
NRIP1	RP11-83B20.3
NRIP1	RP5-908M14.5
NRIP1	UBE2H
NRIP1	CAPN15
NRIP1	CACTIN-AS1
NRIP1	MIR6747
NRIP1	RP11-326C3.12
NRIP1	AC073842.19
NRIP1	MIR1285-2
OGT	CTD-2369P2.10
OGT	MIR3188
ONECUT1	EXOSC8
ONECUT1	ZNF428
ONECUT1	DEFB132
ORC1	TLE6
OTX2	UBE4B
OTX2	SNORD59A
OTX2	XPOT
OTX2	ACBD4
OTX2	snoU13
PALB2	RNU5A-1
PAX3	RP11-1149M3.2
PAX5	AC009005.2
PAX5	LSM14A
PAX5	PINLYP
PAX5	RP11-138I1.3
PAX5	RP11-21K12.3
PAX5	NRP2
PAX5	TUBGCP3
PAX5	PRMT1
PAX5	BCL3
PAX5	CRTC1
PAX5	RNU6-1262P
PAX5	AP002954.6
PAX5	RP1-302G2.5
PAX5	C7orf43
PAX5	SYNGR2
PAX5	RP1-283E3.8
PAX5	VWA1
PAX5	LINC01276
PAX5	SLC35C1
PAX5	HDAC10
PAX5	IPO4
PAX5	RP1-151B14.9
PAX5	PPAN-P2RY11
PAX5	ANGPTL2
PAX5	RP11-58E21.3
PAX5	RNF130
PAX5	JAK3
PAX5	RAB44
PAX5	GCHFR
PAX5	TBC1D3P6
PAX5	FMOD
PAX5	RP11-417O11.5
PAX5	CTD-2619J13.16
PAX5	CDC37
PAX5	ATP13A1
PAX5	RP11-9M16.2
PAX5	CDK5R1
PAX5	C1orf56
PAX5	ADD1
PAX5	RP11-779O18.2
PAX6	HAS3
PBX1	TGM1
PBX1	RP1-100J12.1
PBX1	EFCAB5
PBX1	FLJ33534
PBX1	IQGAP2
PBX1	DHRS7
PBX1	IRF9
PBX1	SSBP3
PBX1	SNORD38A
PBX1	RP11-10N16.3
PBX1	SIRT7
PBX1	TMEM107
PBX1	PRPF40A
PBX1	DAD1
PBX1	RN7SKP271
PBX1	AMZ2P1
PBX1	MIR4470
PBX1	IFITM1
PBX1	RP3-395M20.7
PBX1	SIX5
PBX1	MIRLET7A1
PBX1	PCDH9-AS4
PBX1	AZIN1
PBX1	DNM2
PBX1	EPB41
PBX1	TMEM136
PBX1	GALNT4
PBX1	NDUFC1
PBX1	RP11-347C12.11
PBX1	RN7SL697P
PBX1	TOMM40L
PBX1	PTK2B
PBX1	RP11-109D9.4
PBX1	SYCE2
PBX1	GPSM1
PBX1	RNU4-14P
PBX1	PTP4A2
PBX1	RP11-173M1.8
PBX1	CD72
PBX1	LMTK2
PBX1	RP11-473M20.11
PBX1	CEP76
PBX1	FAM83F
PBX1	TMEM72-AS1
PBX1	CTD-3074O7.7
PBX1	AKTIP
PBX1	ZFP3
PBX1	CRADD
PBX1	LRRC27
PBX1	RP11-73M18.10
PBX2	KHSRP
PBX3	RP1-265C24.8
PBX3	ODF3B
PBX3	ENTPD2
PBX3	CCL27
PBX3	SNORD88B
PBX3	LARP4B
PBX3	EFNB2
PBX3	INPP5K
PBX3	MSLN
PBX3	PFDN5
PBX3	CHD3
PBX3	LA16c-358B7.3
PBX3	NUP50-AS1
PBX3	RP11-950C14.7
PBX3	TGFB1
PBX3	CTD-3193O13.11
PBX3	SPATA5L1
PBX3	RP11-629B11.5
PBX3	RP11-667F14.1
PBX3	NOC4L
PBX3	FAM220A
PBX3	AMD1
PBX3	ZNRD1-AS1_2
PBX3	PPP2R5A
PBX3	AC009133.21
PBX3	MIR7846
PBX3	RP11-454L9.2
PBX3	RAB40C
PBX3	RP11-196G11.3
PBX3	AC090505.6
PBX3	NIT2
PBX3	SMAD7
PBX3	CTB-52I2.7
PBX3	ZFX
PBX3	CTD-2587H24.10
PBX3	CDC42EP3
PBX3	CAMKK1
PBX3	HCG27
PBX3	WNK1
PBX3	ENKD1
PBX3	IGLON5
PBX3	LSM5
PBX3	SLC38A1
PBX3	LONP2
PBX3	MIR1199
PBX3	CTD-2311M21.3
PBX3	RNF11
PBX3	RNF41
PBX3	TAX1BP3
PBX3	C19orf70
PBX3	TFAP4
PBX3	KB-1683C8.1
PBX3	P2RX1
PBX3	CPSF4L
PBX3	TSTD1
PCGF2	RP4-621N11.2
PCGF6	ALKBH2
PDX1	PPP5C
PGBD3	SUB1
PGR	AP000354.4
PGR	CAMTA1
PGR	RNU4ATAC18P
PGR	ZNF251
PGR	U8
PGR	RP11-613D13.8
PGR	DNAJC6
PGR	BAZ2A
PGR	KAT6A
PGR	RP11-61K9.3
PGR	RPS20P31
PGR	MIR1271
PGR	RPL12P2
PGR	ULK1
PGR	MIR6740
PGR	CHTOP
PGR	DGKZ
PGR	ATF4P3
PGR	TTC25
PGR	SERTAD4-AS1
PGR	CTD-2659N19.9
PGR	TMEM219
PGR	UBE4B
PGR	RP11-127L20.5
PGR	NNMT
PGR	RPL31P28
PGR	MIR141
PGR	RP5-1057I20.2
PGR	AC012065.5
PGR	ASB9P1
PGR	AC005154.8
PHF20	AC011247.3
PHF8	SLC25A25-AS1
PHF8	CREB3L1
PHF8	PDHB
PHF8	MC1R
PHF8	SDF4
PHF8	RN7SKP80
PHF8	RP11-492E3.51
PHF8	HES6
PHF8	CTD-3203P2.1
PHF8	CTB-31N19.4
PHF8	CTD-2292P10.2
PHF8	MIR6804
PHF8	RP4-622L5.2
PHF8	ACVR1B
PHF8	ZNF441
PHF8	CANT1
PHF8	POU5F1P6
PHF8	RN7SL75P
PHF8	TBC1D3P6
PHF8	OR4D7P
PHF8	RP3-508I15.9
PHF8	RPL13A
PHF8	LINC00184
PHF8	FBXW5
PHF8	DDOST
PHF8	TMEM126B
PHF8	ATP6V0D1
PHF8	YARS
PHF8	EZR
PHF8	RGS9
PHF8	MYBPC3
PHF8	RP11-180P8.4
PHF8	PTPRVP
PHF8	RP11-297C4.2
PHF8	C22orf46
PHF8	FAM161B
PHF8	PLEKHM1
PHF8	RNU6-481P
PHF8	LMNB2
PHF8	RP11-727F15.13
PHF8	DPCR1
PHF8	SIGMAR1
PHF8	RP11-507J18.2
PHF8	HCFC1-AS1
PHF8	MIR6750
PHF8	PQLC2
PHF8	ZNF490
PHF8	ZC3H3
PHF8	PKIG
PHF8	RP11-830F9.5
PHF8	RP11-229P13.2
PHF8	EHD1
PHF8	RPP40
PHF8	DNAJC7
PHF8	KIAA0100
PHF8	MIR7113
PHF8	ACER3
PHF8	S100P
PIAS1	SWT1
PIAS4	HIST1H3A
PITX1	RFX2
PML	CTC-250I14.1
PML	NT5DC3
PML	RIOK3
PML	NADK
PML	CA11
PML	FAM129C
PML	AC005355.3
PML	ZC3HAV1
POLR2A	RP11-96D1.9
POLR2A	MIR3176
POLR2A	RN7SL217P
POLR2A	SYP-AS1
POLR2A	GNA13
POLR2A	ZC3H18
POLR2A	RP4-584D14.7
POLR2A	RN7SL105P
POLR2A	C2orf72
POLR2A	KAT5
POLR2A	RP11-422P24.11
POLR2A	RP1-100J12.1
POLR2A	CYB561
POLR2A	AC005356.1
POLR2A	RNU6-317P
POLR2A	RP11-7F17.8
POLR2A	RNU6-359P
POLR2A	KCNQ1OT1_1
POLR2A	PSME3
POLR2A	C6orf99
POLR2A	TACR2
POLR2A	RP11-44N21.3
POLR2A	RP11-817O13.1
POLR2A	ADM5
POLR2A	RP5-901A4.5
POLR2A	ATP6V0C
POLR2A	YJEFN3
POLR2A	AC011322.1
POLR2A	XPO1
POLR2A	CTD-2619J13.9
POLR2A	RP11-480I12.5
POLR2A	RP11-110H1.9
POLR2A	CTD-2012K14.2
POLR2A	MIR8085
POLR2A	HPN
POLR2A	LDLR
POLR2A	NFKB2
POLR2A	PTRHD1
POLR2A	PANK4
POLR2A	LRSAM1
POLR2A	MTOR
POLR2A	RP4-559A3.6
POLR2A	CHMP1A
POLR2A	SNORD35B
POLR2A	RGS19
POLR2A	SPDYC
POLR2A	MIR219A1
POLR2A	ESD
POLR2A	GSDMB
POLR2A	BOD1
POLR2A	MAST1
POLR2A	RN7SL500P
POLR2A	RP1-66C13.4
POLR2A	NDUFAF3
POLR2A	RP1-96H9.5
POLR2A	MDC1
POLR2A	AC023593.1
POLR2A	HSD17B1
POLR2A	PIGV
POLR2A	RNASET2
POLR2A	RNU7-128P
POLR2A	LRRC74A
POLR2A	WNT7B
POLR2A	P2RX1
POLR2A	RP11-661A12.5
POLR3A	ARID4B
POLR3A	RP11-611O2.2
POLR3G	RP11-867G23.8
POU2F1	CLIC1P1
POU2F1	MRPL28
POU2F1	RP11-732A19.8
POU2F1	SMYD4
POU2F1	RB1
POU2F1	HPS1
POU2F1	TMEM262
POU2F1	RP11-713P17.3
POU2F1	CC2D1A
POU2F1	HLA-W
POU2F1	RRN3
POU2F1	TM9SF1
POU2F1	AC005523.2
POU2F1	TMEM173
POU2F1	MTFP1
POU2F1	FAM109A
POU2F1	FAM65A
POU2F1	RFX1
POU2F1	RC3H2
POU2F1	IFI6
POU2F1	LASP1
POU2F1	RSF1
POU2F1	PSMD3
POU2F1	IFITM10
POU2F1	CTB-59C6.3
POU2F1	SS18L1
POU2F1	IFNAR1
POU2F2	LY86-AS1
POU2F2	AGRP
POU2F2	ZNF843
POU2F2	RIOK1
POU2F2	AC005808.3
POU2F2	SNORA24
POU2F2	SNORD22
POU2F2	AC073342.12
POU5F1	RP11-259N19.1
PPARD/PPARG	XX-C00717C00720L.1
PPARD/PPARG	CYCSP55
PPARD/PPARG	CTD-2026K11.4
PPARG	DNAJC19P5
PPARG	AC090587.4
PPARG	MAP3K14
PPARG	CTD-2154I11.2
PPARG	ZMIZ1-AS1
PPARG	CHD3
PPARG	CFLAR
PPARG	TNIP1
PPARG	STX16-NPEPL1
PPARG	ALOX5AP
PPARG	GSTO2
PPARG	RN7SKP91
PPARG	LRRC8B
PPARG	RP11-567J20.3
PPARG	RP11-967K21.1
PPARG	NR1H3
PPARG	RP11-347I19.8
PPARG	PHLDB1
PPARG	MKL2
PPARG	SGCA
PPARG	RP11-503N18.1
PPARGC1A	BLOC1S5
PRAME	RP11-810P12.7
PRAME	AC006483.5
PRAME	AAMP
PRAME	RP4-761J14.9
PRAME	RP4-553F4.2
PRAME	RP4-633O19__A.1
PRAME	MIR5187
PRDM1	ATF3
PRDM14	RP11-118F19.1
PRKDC	ZCCHC14
RAC3	PNKD
RAD21	CTD-2562J15.4
RAD21	CD58
RAD21	RPL35P2
RAD21	XPC
RAD21	FBXO44
RAD21	RNU7-57P
RAD21	TBX6
RAD21	INHBE
RAD21	HSD17B3
RAD21	KLHDC10
RAD21	TMEM127
RAD21	DDB2
RAD21	CARS2
RAD21	AC114798.1
RAD21	CTD-2619J13.27
RAD21	THOC6
RAD21	COASY
RAD21	UBA52
RAD21	MBD2
RAD21	VKORC1
RAD21	RNU4-1
RAD21	PPT2
RAD21	RP13-152O15.5
RAD21	RP11-712B9.4
RAD21	CTD-2033D15.1
RAD21	RNU6-235P
RAD21	CCDC9
RAD21	DACT3
RAD21	ACBD3
RAD21	RGS10
RAD21	RN7SL363P
RAD21	RHOQ
RAD21	GP1BA
RAD21	RP11-982M15.7
RAD21	B3GNT1
RAD21	NR1H2
RAD21	RP11-60A24.3
RAD21	RP11-2I17.4
RAD21	CD19
RAD21	BAK1
RAD21	ALAD
RAD21	RP11-77K12.5
RAD21	DHRS1
RAD21	RP11-867G23.10
RAD21	RHOD
RAD21	RASAL3
RAD21	HSD3B7
RAD21	FEN1
RAD21	MSRB1
RAD21	RP11-175P13.2
RAD21	SCARNA13
RAD21	RPLP0
RAD21	CTD-2311M21.4
RAD21	IZUMO1
RARA	PTPN7
RARG	RSPH6A
RARG	CTC-492K19.7
RARG	AC007182.6
RARG	AC026806.2
RARG	COL18A1
RARG	HOOK2
RB1	CALR
RB1	MIR5695
RB1	GNB2
RBBP5	XXcos-LUCA11.5
RBBP5	C19orf24
RBBP5	CHMP1B
RBBP5	XPR1
RBBP5	TBX6
RBBP5	CTD-2207O23.12
RBBP5	NFKBIE
RBBP5	MTSS1L
RBBP5	METTL12
RBBP5	MYO9B
RBBP5	STX16
RBBP5	ZNF318
RBBP5	FKSG48
RBBP5	PKD2L1
RBBP5	HSPA8P14
RBBP5	RP11-203J24.9
RBBP5	B3GNT4
RBBP5	SMAD3
RBBP5	RP1-144C9.2
RBBP5	GTPBP3
RBBP5	PRSS57
RBBP5	SUMO2P15
RBBP5	ACER3
RBBP5	DNAJC4
RBBP5	RP11-290H9.4
RBBP5	HEATR5A
RBBP5	RASA3
RBBP5	OSBPL2
RBBP5	SLC27A4
RBBP5	RP11-304L19.11
RBBP5	AC007365.1
RBBP5	UBTF
RBBP5	RP3-369A17.4
RBBP5	MECR
RBBP5	RP11-477I4.4
RBBP5	RNF44
RBBP5	TBCC
RBBP5	RP11-91A18.4
RBBP5	PRSS41
RBBP5	DNAJC17
RBBP5	SMOX
RBBP5	ATP13A2
RBBP5	BLOC1S3
RBBP5	PTMS
RBBP5	ZNF706
RBBP5	RFX2
RBBP5	BTBD2
RBBP5	LAMB2
RBBP5	AC005943.6
RBCK1	RP3-395M20.12
RBCK1	DCAF11
RBCK1	QTRT1
RBCK1	GMPPB
RBL1	RAPGEF1
RBL2	HIST1H2AD
RBL2	SLC9A3R2
RBL2	ZNF808
RBL2	CXCL2
RBL2	SLC39A3
RBPJ	PIGO
RBPJ	RP1-167A14.2
RBPJ	LIMD1-AS1
RBPJ	PI16
RBPJ	ZC3H10
RBPJ	YWHAZ
RBPJ	NOTCH1
RCOR1	CTD-2574D22.2
RCOR1	RP11-65J3.15
RCOR1	LINC00963
RCOR1	HDAC7
RELA	AC007272.3
RELA	NCOA7
RELA	SNORA70
REPIN1	RP13-616I3.1
REPIN1	C12orf10
REPIN1	RP4-777O23.1
REPIN1	SLC25A45
REPIN1	IFRD2
REPIN1	NKIRAS1
REPIN1	RUNX1
REPIN1	CCDC171
REPIN1	RP11-296O14.3
REPIN1	LY6G6F
REST	NPRL2
REST	MIR6873
REST	INE1
REST	CDC25B
RFX2	FAM86EP
RFX2	SWSAP1
RFX2	CALML4
RFX2	PHB2
RFX2	ZNF500
RFX2	CACNA1S
RFX2	H2AFX
RFX2	CTA-221G9.12
RFX2	RP11-16E12.1
RFX3	TTC9C
RFX5	CTD-2319I12.5
RFX5	TRIM5
RFX5	MIR4738
RFX5	CYP46A1
RFX5	EPHB4
RFX5	RNU7-27P
RFX5	AL136419.6
RNF2	PRODH
RNF2	DTNBP1
RNF2	LILRB3
RNF2	MGC2752
RNF2	PSAT1
RNF2	CCNK
RNF2	MARCKSL1
RNF2	RP11-101E3.5
RNF2	CORO1C
RNF2	C1RL
RNF2	HSD3B7
RNF2	ZBTB7A
RNF2	CTC-218B8.3
RNF2	NOP16
RNF2	RP11-334E6.10
RNF2	RAB40C
RNF2	SNORD23
RNF2	LCMT1-AS1
RNF2	CDC42BPG
RNF2	CREB3L3
RNF2	PAGR1
RNF2	AC012363.8
RNF2	AC002314.4
RNF2	MIR320E
RNF2	GUSB
RNF2	CTC-490E21.11
RNF2	MIR9-1
RNF2	LRRC45
RNF2	HMOX1
RNF2	UGGT1
RNF2	CTD-3222D19.12
RNF2	LPCAT1
RNF2	AGBL5
RNF2	HCFC1
RNF2	NEAT1
RNF2	CTD-3131K8.3
RNF2	CTD-2026K11.1
RNF2	RP11-231P20.6
RNF2	EEF1DP1
RNF2	ZNF101
RNF2	MRPS23
RNF2	RP11-408I18.9
RNF2	AC000078.5
RNF2	UBTF
RNF2	DCLRE1B
RNF2	ZRANB3
RNF2	LINC01529
RNF2	MAP3K6
RNF2	COX6B1
RNF2	GPT
RNF2	RPARP-AS1
RNF2	MIR4710
RNF2	RP11-544I20.2
RORA	SENP1
RUNX1	HIST1H2APS3
RUNX1	RP11-831H9.3
RUNX1	NR1H3
RUNX1	GPR35
RUNX1	NCLN
RUNX1	PRPF40B
RUNX1	FXYD4
RUNX1	RN7SL823P
RUNX1T1	RP4-575N6.2
RUNX1T1	RP11-497D6.3
RUNX1T1	LGALS8
RUNX1T1	CAMTA2
RUNX1T1	RP13-516M14.8
RUNX1T1	XXcos-LUCA16.1
RUNX1T1	LENG1
RUNX1T1	POLA2
RUNX1T1	MIR5684
RUNX1T1	TGFBR3
RUNX1T1	U3
RUNX1T1	LINC01126
RUNX1T1	SHC1
RUNX1T1	RP11-394I13.3
RUNX1T1	RP11-433J22.2
RUNX1T1	ZSCAN2
RUNX1T1	RPS20P33
RUNX1T1	TBKBP1
RUNX1T1	IMP3
RUNX1T1	RBM19
RUNX1T1	PYCRL
RUNX1T1	GIPC1
RUNX1T1	CPED1
RUNX1T1	TMEM52
RUNX1T1	SLC17A7
RUNX1T1	HOTAIRM1_1
RUNX1T1	TDRKH
RUNX1T1	MMP9
RUNX1T1	RHOBTB2
RUNX1T1	LSM3
RUNX1T1	CTD-3105H18.14
RUNX1T1	GARS
RUNX2	RP13-650J16.1
RUNX2	ECSCR
RUNX2	RP11-626G11.3
RUNX2	RP11-408I18.9
RUNX2	HSF1
RUNX2	DLC1
RUNX2	KIAA1671
RUNX2	ABCB6
RUNX2	MESP1
RUNX2	CTC-510F12.4
RUNX3	LSR
RUNX3	HEY2
RUNX3	CTD-2369P2.8
RUNX3	RP11-550A5.2
RUNX3	hsa-mir-7706
RUNX3	CTD-2260A17.2
RUNX3	GABARAPL2
RUNX3	AC007292.6
RUNX3	RNF121
RUNX3	ALS2CR12
RUNX3	RNU4-49P
RUNX3	COLEC11
RUNX3	SCML2P2
RUNX3	SNORD11B
RUNX3	RP11-132A1.4
RUNX3	SMAD7
RUNX3	TET2-AS1
RUNX3	RP11-18I14.11
RUNX3	GTF2F2
RUNX3	PCDHGC5
RUNX3	RBPJ
RUNX3	ZNF296
RUNX3	MIR4734
RUNX3	RPL7P25
RUNX3	CTD-2024I7.1
RUNX3	MRPL19
RUNX3	ADRBK1
RUNX3	RP11-234B24.5
RUNX3	CTD-2033C11.1
RUNX3	CTD-2616J11.9
RUNX3	RP11-348N5.7
RUNX3	PFN1
RUNX3	USP30-AS1
RUNX3	NUB1
RUNX3	RP11-434H6.6
RUNX3	HIVEP2
RUNX3	RP11-326C3.14
RUNX3	AC012314.20
RUNX3	RP11-462L8.1
RUNX3	TMEM175
RUNX3	ZNF197
RUNX3	RP11-135A1.2
RUNX3	MIR8072
RUNX3	PPIL6
RUNX3	DNAJC8
RUNX3	RP11-644F5.10
RUNX3	LRCH3
RUNX3	C12orf60
RUNX3	KLRK1
RUNX3	SNORD13
RUNX3	NRADDP
RUNX3	RP11-705C15.5
RUNX3	TRABD
RUNX3	CTC-453G23.5
RUNX3	RP11-69M1.6
RXRA	HGS
RXRA	GRK6
RXRA	MEF2D
RXRA	IDH3A
RXRA	AIFM2
RXRA	C19orf24
RXRA	NDUFC1
RXRA	FXYD5
RXRA	RP11-379C10.4
RXRA	AP3D1
RXRG	MFI2
RXRG	GUSBP11
RXRG	PHACTR4
RXRG	CGREF1
RXRG	RP11-7F17.1
RXRG	PPM1N
RXRG	MTMR10
RXRG	AGPAT3
RXRG	NUMA1
RXRG	SCAI
RXRG	RP11-347I19.7
RXRG	RP11-16F15.1
RXRG	SNORA14B
RXRG	AP003774.1
RXRG	MIR139
RXRG	TRUB2
RXRG	RP11-330H6.6
RXRG	LAPTM5
RXRG	SNAP47
RXRG	FAM193B
RXRG	GALT
RXRG	STK10
RXRG	TMEM120B
RYBP	RP11-247A12.7
RYBP	MRPL34
RYBP	NDUFS2
RYBP	NECAP2
RYBP	CCDC85B
RYBP	MIAT_exon5_3
RYBP	NUP133
RYBP	PHLDB3
RYBP	MGAT4B
RYBP	WNT7B
RYBP	EHD3
RYBP	IGFBP5
RYBP	RP11-347I19.7
RYBP	ZNF185
RYBP	RP11-28B23.1
RYBP	TTLL9
RYBP	ADCY6
RYBP	CDT1
RYBP	INPP5K
RYBP	RP11-31L22.3
SALL4	SNORD118
SAP30	BIN3
SAP30	MIR6726
SAP30	EME2
SAP30	CTD-2278I10.4
SAP30	ANKHD1
SAP30	SYNPO
SAP30	THY1
SAP30	RP11-817O13.9
SAP30	PSMB9
SAP30	PDE4A
SAP30	KB-1460A1.2
SAP30	RP11-520H14.7
SAP30	MARK2
SAP30	NABP2
SAP30	PIM1
SAP30	CTD-2619J13.3
SAP30	RFX2
SAP30	AP003419.11
SAP30	KHNYN
SAP30	DDX39A
SAP30	PIGQ
SAP30	TMEM175
SAP30	ARL5C
SAP30	SLC35G6
SAP30	CTD-2342J14.6
SAP30	UBXN10
SAP30	MFAP3
SAP30	TMEM238
SAP30	GDAP1
SAP30	TRIM2
SAP30	RGL2
SAP30	CTD-2047H16.4
SAP30	BRPF3
SAP30	MRPL41
SETDB1	ZNF485
SETDB1	IFIT3
SETDB1	DOCK7
SETDB1	RP1-72A23.4
SETDB1	TMED1
SETDB1	RP11-28G8.1
SETDB1	ABHD8
SETDB1	ZNFX1-AS1_1
SETDB1	EFCC1
SETDB1	ZNF32-AS2
SFMBT1	MIR548AC
SFMBT1	RP5-940J5.9
SFMBT1	C17orf75
SFMBT1	RP11-353N14.2
SIN3A	NDUFB8P2
SIN3A	RNU12
SIN3A	LPPR2
SIN3A	CTD-2278I10.4
SIN3A	PTPLB
SIN3A	RP11-960L18.1
SIN3A	SCAMP4
SIN3A	CTD-2026K11.3
SIN3A	PLP2
SIN3A	AP001885.1
SIN3A	MAST1
SIN3A	RP11-806H10.4
SIN3A	CREB3
SIN3A	DNAJC30
SIN3A	HIST1H1E
SIN3A	RP13-415G19.2
SIN3A	GRIN2D
SIN3A	CLDN6
SIN3A	NEDD8
SIN3A	H1F0
SIN3A	EFNA2
SIN3A	MAP1LC3A
SIN3A	DLGAP1-AS1
SIN3A	PPP1R27
