TF	target
FOXA1	ZNF444P1
FOXA1	MRFAP1
FOXA1	RP11-123K3.9
FOXA1	MTMR9
FOXA1	CD99P1
FOXA1	NEK2
FOXA1	C9orf41
FOXA1	STEAP1B
FOXA1	STXBP3
FOXA1	RN7SL604P
FOXA1	LINC00940
FOXA1	UMODL1
FOXA1	SNORA18
FOXA1	AP000437.3
FOXA1	AC093620.5
FOXA1	TSC22D4
FOXA1	EFR3B
FOXA1	RP11-161H23.5
FOXA1	WNT11
FOXA1	SLC43A1
FOXA1	RP1-172N19.3
FOXA1	MARS
FOXA1	SLC2A1-AS1
FOXA1	NPR2
FOXA1	LINC00555
FOXA1	AC010095.6
FOXA1	PRPF39
FOXA1	RP11-365O16.1
FOXA1	PIP5K1B
FOXA1	MTX1
FOXA1	PRSS27
FOXA1	RPS3AP47
FOXA1	ST7-AS2
FOXA1	MIR5694
FOXA1	ZNF143
FOXA1	RP11-610J23.1
FOXA1	RPF1
FOXA1	UBE4A
FOXA1	RAB5A
FOXA1	TMEM245
FOXA1	RP11-108P20.4
FOXA1	LCP2
FOXA1	RPL5P24
FOXA1	ZBED8
FOXA1	FRG1
FOXA1	CXorf58
FOXA1	PER1
FOXA1	CPEB1
FOXA1	MYO9B
FOXA1	PTK6
FOXA1	HMGB3P2
FOXA1	MIR8056
FOXA1	CDRT4
FOXA1	ABCC8
FOXA1	ZNF295-AS1
FOXA1	AC116366.6
FOXA1	RP11-1086F11.1
FOXA1	C11orf85
FOXA1	TMEM177
FOXA1	RP11-637A17.2
FOXA1	EML2
FOXA1	INPP1
FOXA1	MAL2
FOXA1	RP11-385F5.5
FOXA1	C8orf37-AS1
FOXA1	AC016697.2
FOXA1	TBK1
FOXA1	CFAP126
FOXA1	KMT2C
FOXA1	RN7SL698P
FOXA1	DNAJB12
FOXA1	WISP2
FOXA1	SPDYC
FOXA1	B3GALT5-AS1
FOXA1	RP11-571I18.5
FOXA1	CMTM7
FOXA1	UBE3A
FOXA1	ZNF836
FOXA1	TRAK2
FOXA1	RP11-390K5.6
FOXA1	RP11-380G5.2
FOXA1	AC006449.2
FOXA1	LIMD1
FOXA1	RP11-535A5.1
FOXA1	GGACT
FOXA1	RP11-191A15.4
FOXA1	SNORA36A
FOXA1	RP11-379F4.6
FOXA1	PLOD2
FOXA1	TNC
FOXA1	C17orf75
FOXA1	RP11-4B16.4
FOXA1	RP11-107E5.3
FOXA1	NMRAL1
FOXA1	CAMSAP3
FOXA1	CMC1
FOXA1	RP11-347P5.1
FOXA1	ZBED5
FOXA1	TMEM150A
FOXA1	PRKRA
FOXA1	PRDM10
FOXA1	LINC01006
FOXA1	RP11-697N18.1
FOXA1	SRSF9P1
FOXA1	DUSP28
FOXA1	PPHLN1
FOXA1	AL358340.1
FOXA1	ELK4
FOXA1	JAM2
FOXA1	RP11-894P9.2
FOXA1	AC015971.2
FOXA1	RP11-463I20.3
FOXA2	AC090587.2
FOXA2	PLEKHO1
FOXA2	ZBTB7C
FOXA2	CHKB
FOXA2	CHMP4BP1
FOXA2	ZNF48
FOXA2	GOLGA4
FOXA2	RNU6-1128P
FOXA2	PIEZO1
FOXA2	RNU6-923P
FOXA2	RNU6-1263P
FOXA2	RNU6-1004P
FOXA2	RP11-672A2.5
FOXA2	MRPL22
FOXA2	AAK1
FOXA2	DPM3
FOXA2	FGFR2
FOXA2	RP11-342I1.2
FOXA2	WDTC1
FOXA2	PCBP4
FOXA2	TRPV1
FOXA2	TRAPPC8
FOXA2	IMPDH2
FOXA2	CYCS
FOXA2	C11orf52
FOXA2	MARCKSL1
FOXA2	CPS1
FOXA2	CTD-2104P17.1
FOXA2	MIR6124
FOXA2	DPP4
FOXA2	LINC00910
FOXA2	SULT1C4
FOXA2	CRTC2
FOXA2	RNU6-135P
FOXA2	RDH14
FOXA2	DLL1
FOXA2	PIP5KL1
FOXA2	EPS8L3
FOXA2	AMOTL2
FOXA2	AC139149.1
FOXA2	CNN3
FOXA2	GHRLOS
FOXA2	ICE2
FOXA2	RNU6-892P
FOXA2	RAB22A
FOXA2	YTHDC1
FOXA2	RN7SKP244
FOXA2	RP11-294J22.6
FOXA2	RP11-723D22.2
FOXA2	RHBDF2
FOXA2	KRT86
FOXA2	COL4A1
FOXA2	DLD
FOXA2	RP11-173B14.4
FOXA2	R3HDM2
FOXA2	ILKAP
FOXA2	CTD-2035E11.5
FOXA2	KLHDC10
FOXA2	RP1-197B17.5
FOXA2	KANSL2
FOXA2	RP11-620J15.1
FOXA2	PCP4L1
FOXA2	KCTD9
FOXA2	KCTD14
FOXA2	CTC-429P9.4
FOXA2	SH2D7
FOXA2	RP5-1180E21.5
FOXA2	SPACA3
FOXA2	CPEB4
FOXA2	RP11-126K1.9
FOXA2	CABYR
FOXA2	MUTYH
FOXA2	RGS9
FOXA2	NMNAT1
FOXA2	USP22
FOXA2	SMIM7
FOXA2	UBALD2
FOXA2	RP11-114H23.1
FOXA2	BNIP3
FOXA2	GPLD1
FOXA2	RP5-966M1.7
FOXA2	GBE1
FOXA2	PRR14L
FOXA2	BCL2L13
FOXA2	RP11-334E6.10
FOXA2	C9orf147
FOXA2	SNORA71
FOXA2	OS9
FOXA2	C16orf58
FOXA2	HIST4H4
FOXA2	RNU6-1282P
FOXA2	ALDH3A2
FOXA2	MTAP
FOXA2	SH3PXD2A
FOXA2	SLC25A51
FOXA2	AP000721.4
FOXA2	MMEL1
FOXA2	AKT3
FOXA2	MKLN1-AS
FOXA2	AC016700.5
FOXA2	RAB5C
FOXA2	RP11-14I2.2
FOXA2	VPS26A
FOXA2	RP11-347C18.1
FOXA2	PAPSS2
FOXA2	STAG3
FOXA2	KB-1043D8.6
FOXA2	DENND1C
FOXA2	SNORA40
FOXA2	RFC2
FOXA2	RP13-131K19.7
FOXA2	CTD-2325A15.5
FOXA2	GPR75-ASB3
FOXA2	AC006077.4
FOXA2	NBPF18P
FOXA2	S100A10
FOXA2	KPNA6
FOXA2	SNORA17
FOXA2	SEMA3B
FOXA2	OLA1
FOXA2	RNA5SP370
FOXA2	RIF1
FOXA2	RP1-118J21.5
FOXA2	HMGA1
FOXD2	HES5
FOXD2	TSEN2
FOXD2	FASTK
FOXD2	TMEM134
FOXD2	TRIB3
FOXD2	RPL7P41
FOXD2	QTRT1
FOXD2	RP11-505K9.3
FOXG1	LRRC8B
FOXG1	AVPI1
FOXG1	LUC7L3
FOXH1	PVRL2
FOXH1	PRSS23
FOXH1	CTB-113I20.2
FOXK1	FN3KRP
FOXM1	BCAS4
FOXM1	LSM5
FOXM1	RP11-464C19.2
FOXM1	FOSB
FOXM1	AQP3
FOXM1	RPL22P19
FOXM1	CDKN2B-AS1
FOXM1	PRSS29P
FOXM1	FOSL1
FOXM1	MIR3654
FOXM1	FOXK1
FOXM1	HIST1H2BC
FOXO3	RP11-138I18.2
FOXO3	C19orf48
FOXO3	MXRA7
FOXO4	FOXK2
FOXP1	RNU6ATAC
FOXP1	RAP1AP
FOXP1	CTD-3247F14.2
FOXP1	RP11-121A8.1
FOXP1	SYT17
FOXP1	RFXANK
FOXP1	DOC2A
FOXP1	ACTG1
FOXP1	ZACN
FOXP1	KLHDC9
FOXP1	PA2G4
FOXP1	PKNOX2
FOXP1	CCDC155
FOXP1	BCL10
FOXP1	TBX2-AS1
FOXP1	TTC9B
FOXP1	MT-ND2
FOXP1	ENO3
FOXP1	RP11-4K3__A.3
FOXP1	BCL2L11
FOXP1	CTA-268H5.14
FOXP1	ZNF480
FOXP1	MPPED2
FOXP1	ADAMTSL4-AS1
FOXP1	RAN
FOXP1	FMNL1
FOXP1	PLIN1
FOXP1	KMT2E-AS1
FOXP1	RP11-46J23.1
FOXP1	ARHGEF16
FOXP1	RP11-1275H24.1
FOXP1	VDAC3
FOXP1	CTD-3162L10.5
FOXP1	COPRS
FOXP1	DAAM1
FOXP1	BTN3A2
FOXP1	SLC27A3
FOXP1	RP11-6N17.6
FOXP1	FAM160A2
FOXP1	RHEBP3
FOXP1	CAB39
FOXP1	XXbac-BPG300A18.13
FOXP1	KLF2
FOXP1	DPY19L3
FOXP1	PRSS12
FOXP1	RP1-266L20.2
FOXP1	MAPK12
FOXP1	RPL21P10
FOXP1	ADPGK
FOXP1	RNU2-25P
FOXP1	STXBP6
FOXP1	AC008427.2
FOXP1	CTD-2095E4.5
FOXP1	ABHD16A
FOXP1	AKT1S1
FOXP1	RP11-758P17.3
FOXP1	AC004637.1
FOXP1	MEMO1P1
FOXP1	FAM134B
FOXP1	IAH1
FOXP1	AMD1
FOXP1	RP11-180P8.4
FOXP1	NECAB2
FOXP1	ESR1
FOXP1	STK10
FOXP1	ANKRD40
FOXP1	SCARF1
FOXP1	ARHGEF19
FOXP1	KMO
FOXP1	AL391001.1
FOXP1	PIK3CB
FOXP1	PRR3
FOXP1	PLXNB3
FOXP1	AE000662.92
FOXP1	RNY3P14
FOXP1	IFNLR1
FOXP1	RP11-378E13.4
FOXP1	AC007365.3
FOXP1	SNORD59A
FOXP1	DIDO1
FOXP1	ICMT
FOXP1	NECAB3
FOXP1	MPHOSPH10
FOXP1	NR1D2
FOXP1	RP11-89H19.2
FOXP1	ITGB1BP1
FOXP1	PKIA
FOXP1	RP11-420A23.1
FOXP1	IRF2BPL
FOXP1	RP11-138I18.1
FOXP1	SESTD1
FOXP2	TCF7L1
FOXP2	RN7SL146P
FOXP2	RBM17
FOXP2	DPEP1
FOXP2	STARD10
FOXP3	TGFBR2
GABPA	ARL5B
GABPA	FRG1
GABPA	CCRN4L
GABPA	RN7SKP49
GABPA	POR
GABPA	CALM1
GABPA	DCUN1D3
GABPA	PCNX
GABPA	MYBL2
GABPA	PROSER3
GABPA	ZCCHC17
GABPA	PXMP2
GABPA	PPOX
GABPA	PRADC1
GABPA	AC015849.13
GABPA	TEN1
GABPA	AC012314.20
GABPA	ARHGEF7
GABPA	MMP28
GABPA	GNB5
GABPA	MIR3178
GABPA	EEFSEC
GABPA	NLRP6
GABPA	AP000640.2
GABPA	YTHDF1
GABPA	ENDOG
GABPA	VWA7
GABPA	GTF2F1
GABPA	VTI1BP4
GABPA	RP1-43E13.2
GABPA	CASKIN2
GABPA	AC097662.2
GABPA	CTBS
GABPA	RP11-192H23.8
GABPA	BRPF1
GABPA	CTR9
GABPA	TUBA8
GABPA	LTB4R
GABPA	MIR153-1
GABPA	CTD-2012K14.7
GABPA	PKN3
GABPA	RP11-1072A3.3
GABPA	AC005363.9
GABPA	CEP76
GABPA	PCAT19
GABPA	AC005618.6
GABPA	GUSB
GABPA	LINC00959
GABPA	RPS20P33
GABPA	GINS3
GABPA	ACSL4
GABPA	GPBAR1
GABPA	PPP1R13B
GABPA	AC079305.11
GABPA	LONRF3
GABPA	RP11-696N14.1
GABPA	ZNF485
GABPA	BCL7C
GABPA	PRDX6
GABPA	HRH3
GABPA	PTGES3
GABPA	PUS3
GABPA	TOP1MT
GABPA	FOXRED1
GABPA	HOXA3
GABPA	RP11-75C10.7
GABPA	EXT1
GABPA	SPAG5
GABPA	SEC24D
GABPA	GATS
GABPA	ENSA
GABPA	CTC-359D24.3
GABPA	TMSB4XP4
GABPA	MIR153-2
GABPA	RP11-405F3.4
GABPA	MCFD2
GABPA	FAM136A
GABPA	CAPN10-AS1
GABPA	RP11-923I11.4
GABPA	TMEM63A
GABPA	TBC1D15
GABPA	RP11-290L1.7
GABPA	LINC00620
GABPA	DNAJB5
GABPA	ZNF425
GABPA	CTC-338M12.7
GABPA	ZNF184
GABPA	PPP2R5E
GABPA	DHCR7
GABPA	IQUB
GABPA	MED15
GABPA	SPATA24
GABPA	VN2R19P
GABPA	FSCN3
GABPA	SPAG9
GABPA	TM4SF19-TCTEX1D2
GABPA	MIR4674
GABPA	MRPL39
GABPA	TTYH2
GABPA	RP11-297C4.6
GABPA	SLC25A13
GABPA	XXYLT1-AS2
GABPA	CTD-2026K11.4
GABPA	GALNT3
GABPA	COQ4
GABPA	URGCP-MRPS24
GABPA	RP11-274J16.5
GABPA	TTC3P1
GABPA	LRRC8A
GABPA	TATDN3
GABPA	SRRM3
GABPA	FANCG
GABPA	CTD-2587H19.3
GABPA	CIAO1
GABPA	TRIM23
GABPA	ECT2
GABPA	RP11-572O17.1
GABPA	FAM104B
GABPA	COA6
GABPA	PIP4K2B
GABPA	RP11-71J4.2
GABPA	TTTY14
GABPA	SLC35F5
GABPA	TNFSF9
GABPA	SYT7
GABPA	RP11-576N17.5
GABPA	EIF3F
GABPA	AC114730.8
GABPA	C11orf73
GABPA	FGD4
GABPA	RAPGEF1
GABPA	TPM3
GATA1	AC018878.3
GATA1	COX8A
GATA1	ZNF552
GATA1	FGF2
GATA1	FDPSP5
GATA1	WDR6
GATA1	DLEU2_5
GATA1	NANOS1
GATA1	CTA-407F11.9
GATA1	DNAJB6
GATA1	FSCN2
GATA1	RP11-420A23.1
GATA1	RP11-572C15.5
GATA1	CTA-363E6.8
GATA1	RP11-180P8.3
GATA1	GBP4
GATA1	SUSD1
GATA1	ARF4
GATA1	BRCA1
GATA1	RP11-83A24.2
GATA1	RP11-57H12.3
GATA1	TGS1
GATA1	RP11-407G23.2
GATA1	RP11-50E11.2
GATA1	XXbac-BPG308K3.5
GATA1	IDI1
GATA1	SAT1
GATA1	TNS3
GATA1	AC092933.4
GATA1	RABL6
GATA1	CRIM1
GATA1	WDR87
GATA1	CASP4
GATA1	KIAA1755
GATA1	RP11-1008C21.2
GATA1	MTFR1
GATA1	CTD-2530H12.1
GATA1	PAK6
GATA1	JMJD4
GATA1	MIR193B
GATA1	RP11-730A19.5
GATA1	AL033528.1
GATA1	HIGD1A
GATA1	RP11-583F2.1
GATA1	RP11-117N2.2
GATA1	TRIM39
GATA1	KB-1254G8.1
GATA1	PPAP2A
GATA1	TOMM7
GATA1	PLEKHA3
GATA1	AZIN2
GATA1	MBOAT2
GATA1	CTD-3222D19.9
GATA1	ESYT2
GATA1	ATP1B2
GATA1	RNU4-75P
GATA1	MOAP1
GATA1	CTD-2349P21.12
GATA1	RP11-1086F11.1
GATA1	SNORA6
GATA1	RP11-413H22.2
GATA1	AC006160.5
GATA1	HIGD1AP13
GATA1	U91328.20
GATA1	RP3-425P12.5
GATA1	RP11-91A18.1
GATA1	DEK
GATA1	RALB
GATA1	SP3
GATA1	EMC10
GATA1	PRRT1
GATA1	TGFBI
GATA1	RNU7-170P
GATA1	RNU6-319P
GATA1	CCDC175
GATA1	RP11-484L8.1
GATA1	ZEB2_AS1_4
GATA1	AC104772.1
GATA1	RP11-568J23.8
GATA1	FBXW4
GATA1	RPS6KC1
GATA1	CTD-3138B18.5
GATA1	GBX1
GATA1	SMAD9-IT1
GATA1	CTB-147N14.6
GATA1	MIR5695
GATA1	WDR73
GATA1	RP11-146N23.1
GATA1	IL17RD
GATA1	RNU2-2P
GATA1	CLEC2D
GATA1	SLC16A1
GATA1	KB-1732A1.1
GATA1	AC011747.4
GATA1	CLASRP
GATA1	INHA
GATA1	TEF
GATA1	MAPRE2
GATA1	TSC22D2
GATA1	B3GAT3
GATA1	PTPLAD1
GATA1	SNORD59
GATA1	STARD7-AS1
GATA1	DTX4
GATA1	RP11-265D17.2
GATA1	AC005592.2
GATA1	KCNE1L
GATA1	METTL17
GATA1	ASIC4
GATA1	RP11-406H23.2
GATA1	MPP5
GATA1	ATF1
GATA1	MAP2K7
GATA1	RP11-257O5.4
GATA2	P4HTM
GATA2	NRIP1
GATA2	FBXO43
GATA2	PPCDC
GATA2	BANP
GATA2	PP2D1
GATA2	NEK1
GATA2	SNORA57
GATA2	SHD
GATA2	RP11-831H9.11
GATA2	MIR4736
GATA2	CYB5D1
GATA3	RP11-377K22.3
GATA3	LRRFIP2
GATA3	CTD-2382E5.1
GATA3	TRIP13
GATA3	LINGO4
GATA3	RNU6-880P
GATA3	RP11-159D12.11
GATA3	RP5-1028K7.1
GATA3	SLC25A45
GATA3	LINC01237
GATA3	MAPKAP1
GATA3	RP4-728D4.3
GATA3	GOT1
GATA3	CTD-2154I11.2
GATA3	SPG7
GATA3	NRAP
GATA3	MCM3
GATA3	AC005262.4
GATA3	PLEKHG5
GATA3	ABHD12B
GATA3	RP13-270P17.1
GATA3	LINC01136
GATA3	RP11-1148O4.2
GATA3	GPR45
GATA3	RNU6-645P
GATA3	RNU5F-1
GATA3	MT-ATP8
GATA3	BMPER
GATA3	COPRS
GATA3	RABEPK
GATA3	NELFCD
GATA3	RP11-273G15.2
GATA3	BTG2
GATA3	MDC1
GATA3	ALDH1A2
GATA3	AHCYL2
GATA3	ZBTB25
GATA3	MAP3K14
GATA4	NAA60
GATA4	RNU6-107P
GATA4	C12orf4
GATA4	AP000892.4
GATA4	RP11-412B14.1
GATA4	MIR6505
GATA4	TCEB3-AS1
GATA4	RP4-534N18.2
GATA4	ALDH4A1
GATA4	LANCL2
GATA4	SGK1
GATA4	PARP1
GATA4	IPO7
GATA4	DCTN1-AS1
GATA6	RRBP1
GATAD1	LIFR
GATAD1	FLYWCH2
GATAD1	NEAT1_2
GFI1B	BCL9
GLI1	DMXL2
GLI2	HYAL2
GLI2	SLC38A10
GLI2	TRIB3
GLIS1	NKAIN2
GLIS1	RP11-384L8.1
GLIS1	HS3ST3B1
GLIS1	TFAP4
GLIS1	RP11-81A1.6
GLIS1	XXbac-BPG294E21.9
GLIS1	YEATS4
GLIS2	BAZ2A
GLIS3	IP6K1
GLYR1	RP11-127I20.5
GMEB1	ZNF646
GMEB1	ST3GAL2
GMEB2	SNORD58B
GMEB2	CTD-2517M22.17
GMEB2	AC139149.1
GMEB2	RP11-881M11.1
GMEB2	CTD-2278I10.6
GMEB2	PHF23
GMEB2	LINC01089
GMEB2	SF3A1
GMEB2	COX8A
GMEB2	RP3-339A18.6
GMEB2	HIST1H3C
GMEB2	SPC24
GMEB2	RP4-736L20.3
GMEB2	RP11-572O6.1
GMEB2	EDC4
GMEB2	ZNF497
GMEB2	HINFP
GMEB2	TMEM116
GRHL1	TRIM38
GRHL2	ISG20
GRHL2	AGPAT3
GRHL2	MPZL3
GRHL2	TMEM71
GRHL2	HDAC7
GRHL2	IGF2BP2
GRHL2	TNFRSF10A
GRHL2	C3orf49
GRHL2	USP32
GRHL2	ATP5G1P7
GRHL2	RP11-96C21.1
GRHL2	FRRS1
GRHL2	RP11-573D15.3
GRHL2	XXbac-B135H6.15
GRHL2	UBASH3B
GRHL2	SLC30A1
GRHL2	MIS12
GRHL2	LSM10
GRHL2	ACVR1C
GRHL2	SYNCRIP
GRHL2	ZNF608
GRHL2	AL358852.1
GRHL2	PAAF1
GRHL2	RNU6-411P
GRHL2	PPP1R42
GRHL2	SNRPEP4
GRHL2	KCNJ15
GRHL2	AKR1B1
GRHL2	RP11-557H15.3
GRHL2	DEF6
GRHL2	SEC63
GRHL2	TMEM97P1
GRHL2	RP11-797M17.1
GRHL2	AP000439.1
GRHL2	SLC4A7
GRHL2	KIFC3
GRHL2	DGKE
GRHL2	CMIP
GRHL2	MAPK8IP3
GRHL2	ESRP2
GRHL2	DOCK4
GRHL2	RP11-831F12.4
GRHL2	KCNRG
GRHL2	CTD-2382E5.4
GRHL2	A4GALT
GRHL2	N4BP1
GRHL2	COA4
GRHL2	ABCA2
GRHL2	MB
GRHL2	RP11-196G18.3
GRHL2	MPZL2
GRHL2	EPS8L2
GRHL2	RP11-54A4.2
GRHL3	MSLN
GRHL3	GAS8
GRHL3	CTBP1-AS2
GRHL3	ASAP2
GRHL3	HR
GRHL3	TMCO3
GRHL3	SHROOM2
GRHL3	XXYLT1
GRHL3	SNX14
GRHL3	XRCC3
GRHL3	CTD-2026K11.1
GRHL3	CTD-2330K9.3
GRHL3	C14orf79
GRHL3	RARG
GRHL3	RP1-90J20.2
GRHL3	SULF2
GRHL3	MTUS1
GRHL3	AC010969.1
GRHL3	PPP1R7
GRHL3	MIR33A
GRHL3	PRKY
GRHL3	RNU4-27P
GRHL3	DNM1P35
GTF2B	ACTB
GTF2B	C2orf73
GTF2B	ZNF584
GTF2B	EIF2A
GTF2B	ZSCAN30
GTF2B	RP13-516M14.2
GTF2B	AC141586.5
GTF2B	SCARNA2
GTF2B	PPP4C
GTF2B	RTEL1-TNFRSF6B
GTF2B	WSB1
GTF2B	ABCC5
GTF2B	RPL36
GTF2B	AC079145.4
GTF2B	RP11-837J7.3
GTF2B	IP6K2
GTF2B	CEP83-AS1
GTF2B	PYROXD2
GTF2B	PPIH
GTF2B	NVL
GTF2B	ELOF1
GTF2B	TIA1
GTF2B	WDR62
GTF2B	IFT74
GTF2B	EEA1
GTF2B	CEP55
GTF2B	DRG1
GTF2B	DNAJC9
GTF2B	SLC9A8
GTF2B	RP5-971N18.3
GTF2B	C17orf59
GTF2B	ELAVL1
GTF2B	SNORA57
GTF2B	RP11-180M15.4
GTF2B	MCM3AP
GTF2B	UBE2V1
GTF2B	MIR4258
GTF2B	TTLL12
GTF2B	PLS3
GTF2B	LRRC59
GTF2B	PIGO
GTF2B	NUP188
GTF2B	ALKBH3
GTF2B	CCDC115
GTF2I	RP11-380N8.7
GTF2I	SEPHS1
GTF2I	PLVAP
GTF2I	BABAM1
GTF2I	PDCD11
GTF2I	KPTN
GTF2I	AC092301.3
GTF2I	RILPL1
GTF2I	MIR4672
GTF2I	MPV17L2
GTF2I	RPS18
GTF2I	CLCF1
GTF2I	NAGLU
GTF2I	IL4I1
GTF2I	CYP46A1
GTF2I	TCF15
GTF2I	SRXN1
GTF2I	FGD1
GTF2I	CCDC142
GTF2I	RPL4
GTF3C1	HCG16
GTF3C2	NUDT3
GTF3C2	RPL19
GTF3C2	C9orf142
GTF3C2	PCYOX1
GTF3C2	JMJD8
GTF3C2	RP11-876N24.5
GTF3C2	CNPY3
GTF3C2	ZRANB3
GTF3C2	SNORD96A
GTF3C2	RNA5SP468
GTF3C2	CPSF1
GTF3C2	GAL3ST4
EWSR1	LTB4R
EWSR1	ABHD14A
EWSR1	MIR4523
EWSR1	GS1-279B7.2
EWSR1	ISCA2P1
EWSR1	MARCH2
EWSR1	SH3BGRL3
EWSR1	MIR4736
EWSR1	RP11-58O9.1
EWSR1	NDUFV1
EWSR1	SRRT
EWSR1	CTD-2132N18.3
EWSR1	HSPA8P14
EWSR1	NEK7
EWSR1	TNFRSF10B
EWSR1	CAMKK2
EWSR1	ZFP36
EWSR1	THBS1
EWSR1	TNFRSF10D
EWSR1	ENG
EWSR1	RP11-492E3.2
EWSR1	MIR6512
EWSR1	C16orf74
EWSR1	MIR548O
EWSR1	PGAM2
EWSR1	CTC-548K16.2
EWSR1	ST3GAL5
EWSR1	DDAH2
EWSR1	RP1-317E23.3
HAND1	PDZRN3
HAND2	ABHD2
HBP1	ATP6V1F
HCFC1	TMEM51-AS1
HCFC1	AHCYL1
HCFC1	C6orf99
HCFC1	EIF4A2
HCFC1	MSL1
HCFC1	TPM4
HCFC1	RP11-700H6.1
HCFC1	CTD-2589M5.5
HCFC1	MIR4653
HCFC1	TMEM134
HCFC1	DPP7
HCFC1	ZNF589
HCFC1	VCPKMT
HCFC1	AC008982.2
HCFC1	FBXO46
HCFC1	RP11-326C3.13
HCFC1	ACTG1
HCFC1	EEF1DP1
HCFC1	C8G
HCFC1	RP11-104N10.1
HCFC1	RN7SL573P
HCFC1	LINC01136
HCFC1	ELK4
HCFC1	ZFP90
HCFC1	RP11-216L13.18
HCFC1	SERPINE1
HCFC1	CD3EAP
HCFC1	RP11-353N14.1
HCFC1	IPO7
HCFC1	RP11-358B23.7
HCFC1	ZNF646
HCFC1	ADM5
HCFC1	NRBF2P2
HDAC1	PWWP2B
HDAC1	TEX264
HDAC1	MRPL20
HDAC1	SARAF
HDAC1	CTD-3222D19.9
HDAC1	CAPN7
HDAC1	LRRC20
HDAC1	LEAP2
HDAC1	C16orf59
HDAC1	MT1XP1
HDAC1	SNX25P1
HDAC1	RP11-977G19.14
HDAC1	RP11-428F8.2
HDAC1	MIR22HG
HDAC1	RNF157
HDAC1	SNORA51
HDAC1	ZC2HC1C
HDAC1	PPT2-EGFL8
HDAC1	SMARCE1
HDAC1	ANKRD49
HDAC1	GPR183
HDAC1	DUSP27
HDAC1	KLHL8
HDAC1	HIATL1
HDAC1	FBXL18
HDAC1	SLC17A9
HDAC1	DHCR7
HDAC1	SLC19A1
HDAC1	HEATR9
HDAC1	SLC12A3
HDAC1	SNRNP70
HDAC1	AC016753.1
HDAC1	MIR3621
HDAC1	COX6B1P1
HDAC1	RBP5
HDAC1	ZCCHC24
HDAC1	DIABLO
HDAC1	AQP3
HDAC1	CD58
HDAC1	TANK
HDAC1	NFRKB
HDAC1	SERPINB9
HDAC1	MTFR1L
HDAC1	PJA2
HDAC1	FKSG66
HDAC1	PCDH12
HDAC1	OSER1-AS1
HDAC1	OIP5
HDAC1	LRRC8A
HDAC1	PPIB
HDAC1	THAP5
HDAC1	FAM212B-AS1
HDAC1	RPL13P2
HDAC1	MEIS1-AS3
HDAC1	RN7SL116P
HDAC1	RP11-104H15.7
HDAC1	CHRAC1
HDAC1	RP11-15A1.9
HDAC1	AC093495.4
HDAC1	EDC4
HDAC1	PRMT2
HDAC1	MIR6848
HDAC1	RAB5B
HDAC1	ZNF783
HDAC1	CSNK1G2
HDAC1	ZDHHC20
HDAC1	CTB-31O20.4
HDAC1	CAPN10-AS1
HDAC1	HIST1H2BL
HDAC1	AC006946.17
HDAC1	SERPINI1
HDAC1	TMEM198B
HDAC1	GNB4
HDAC1	RP11-359E8.3
HDAC1	MIR3926-2
HDAC1	CTBP1-AS2
HDAC1	C16orf95
HDAC1	RP11-329N15.3
HDAC1	KDM3B
HDAC1	CHKB
HDAC1	RNU6-1154P
HDAC1	ISY1
HDAC1	TMEM141
HDAC1	CTD-2313J17.6
HDAC1	C14orf79
HDAC1	RP11-64C12.8
HDAC1	DNM2
HDAC1	RAD54L2
HDAC1	MIRLET7G
HDAC1	RP11-379F4.9
HDAC1	RP11-10J21.5
HDAC1	GALT
HDAC1	C12orf49
HDAC1	RP11-114M1.1
HDAC1	YTHDF1
HDAC1	RP11-1094M14.11
HDAC1	RP1-310O13.13
HDAC1	AC004791.2
HDAC1	C12orf73
HDAC1	SPIRE2
HDAC1	TTC37
HDAC1	RASSF7
HDAC1	RP11-776B3.1
HDAC1	PUS10
HDAC1	OTUD6B-AS1
HDAC1	AC010095.5
HDAC1	NOTCH4
HDAC1	CCM2
HDAC1	USHBP1
HDAC1	CDIPT
HDAC1	RET
HDAC1	FBXL15
HDAC1	RP11-571L19.7
HDAC1	RSRC1
HDAC1	JTB
HDAC1	ATN1
HDAC1	SMAD5
HDAC1	AC104532.2
HDAC1	CHP1
HDAC1	SCAF11
HDAC1	RP11-223J15.2
HDAC1	LIMCH1
HDAC1	RP11-184A2.2
HDAC1	AVPI1
HDAC1	TMIGD1
HDAC1	CTC-425F1.4
HDAC1	AC107993.1
HDAC1	OLFML2B
HDAC1	SLC9A8
HDAC1	FAM204A
HDAC1	RP11-215H18.5
HDAC1	ADAT1
HDAC1	AC004637.1
HDAC2	GSN
HDAC2	URB1-AS1
HDAC2	GAS7
HDAC2	USF1
HDAC2	PIK3CA
HDAC2	ATP5D
HDAC2	AC074363.1
HDAC2	ZNF581
HDAC2	FZD8
HDAC2	SPCS2
HDAC2	E4F1
HDAC2	RARA
HDAC2	RPL27A
HDAC2	ANO9
HDAC2	ZNF282
HDAC2	RNU6-920P
HDAC2	UNC13D
HDAC2	COX6C
HDAC2	PRSS57
HDAC2	CYS1
HDAC2	C16orf13
HDAC2	PSENEN
HDAC2	ANGEL2
HDAC2	AP003068.12
HDAC2	AC005522.6
HDAC2	CTD-2530N21.5
HDAC2	SMARCA5-AS1
HDAC2	TM9SF3
HDAC2	FRMD8
HDAC2	MCF2L
HDAC2	FAM154A
HDAC2	C2orf88
HDAC2	IFI30
